일자,콜평균내재변동성,풋평균내재변동성,대표변동성,역사적변동성(90일)
"2010/10/29",12.60,20.30,16.80,13.20
"2010/10/28",12.90,14.60,13.60,13.00
"2010/10/27",11.60,16.20,13.90,13.30
"2010/10/26",11.90,15.90,13.30,13.20
"2010/10/25",11.80,16.10,12.90,13.20
"2010/10/22",12.60,16.90,13.70,13.20
"2010/10/21",15.20,18.40,16.00,13.00
"2010/10/20",15.80,19.30,16.50,13.10
"2010/10/19",15.10,21.30,19.50,13.30
"2010/10/18",14.80,19.10,18.00,13.20
"2010/10/15",14.70,15.60,15.00,12.90
"2010/10/14",14.90,15.10,15.00,12.90
"2010/10/13",13.00,12.00,12.50,13.10
"2010/10/12",10.50,18.80,15.10,13.10
"2010/10/11",13.40,14.80,14.20,13.30
"2010/10/08",11.80,11.80,11.80,13.40
"2010/10/07",12.60,13.30,12.90,13.40
"2010/10/06",12.10,14.50,12.70,13.50
"2010/10/05",13.30,14.40,13.70,13.50
"2010/10/04",12.60,14.70,13.50,13.60
"2010/10/01",13.30,12.40,12.90,14.30
"2010/09/30",12.30,14.50,13.20,14.40
"2010/09/29",13.10,13.50,13.30,14.70
"2010/09/28",13.50,14.20,13.90,14.80
"2010/09/27",12.90,15.30,13.80,14.80
"2010/09/24",13.80,15.60,14.30,15.40
"2010/09/20",14.10,15.90,14.60,15.40
"2010/09/17",12.50,15.50,13.60,15.70
"2010/09/16",14.20,15.10,14.80,15.60
"2010/09/15",15.30,13.80,14.70,15.60
"2010/09/14",14.40,15.20,14.80,15.90
"2010/09/13",14.10,14.60,14.30,16.40
"2010/09/10",14.40,15.30,14.90,16.70
"2010/09/09",16.30,15.20,15.80,16.60
"2010/09/08",16.30,14.90,15.70,16.70
"2010/09/07",15.10,16.70,15.80,16.70
"2010/09/06",15.10,13.70,14.50,16.80
"2010/09/03",14.00,13.30,13.70,16.80
"2010/09/02",15.80,13.90,15.00,16.80
"2010/09/01",16.50,16.40,16.50,16.90
"2010/08/31",15.00,19.70,17.50,16.80
"2010/08/30",16.10,17.60,16.50,16.70
"2010/08/27",15.60,19.10,17.00,16.60
"2010/08/26",16.80,19.80,18.60,16.70
"2010/08/25",17.40,19.80,19.00,16.90
"2010/08/24",17.10,18.70,17.80,16.80
"2010/08/23",16.80,18.00,17.50,16.80
"2010/08/20",16.30,18.00,17.00,17.00
"2010/08/19",16.50,17.10,16.70,16.90
"2010/08/18",15.40,18.80,16.70,16.90
"2010/08/17",17.10,18.20,17.40,16.90
"2010/08/16",15.90,19.60,16.60,16.90
"2010/08/13",14.90,19.90,16.10,16.90
"2010/08/12",18.90,19.90,19.60,16.70
"2010/08/11",12.90,19.90,16.60,16.30
"2010/08/10",17.50,16.30,16.80,16.20
"2010/08/09",17.30,14.60,16.40,16.40
"2010/08/06",15.10,12.70,14.10,16.40
"2010/08/05",15.00,13.30,14.20,16.50
"2010/08/04",12.70,15.20,13.70,16.50
"2010/08/03",14.10,14.20,14.10,16.50
"2010/08/02",15.50,15.60,15.50,16.50
"2010/07/30",15.60,16.30,16.00,16.30
"2010/07/29",17.10,15.40,16.30,16.30
"2010/07/28",16.60,15.90,16.30,16.40
"2010/07/27",15.60,17.30,16.40,16.40
"2010/07/26",14.40,19.70,15.90,16.40
"2010/07/23",15.70,18.20,16.40,16.80
"2010/07/22",17.20,20.80,19.40,16.70
"2010/07/21",17.00,19.50,17.80,16.70
"2010/07/20",17.90,20.10,18.60,16.60
"2010/07/19",18.20,20.70,19.30,16.70
"2010/07/16",17.60,18.80,18.40,16.60
"2010/07/15",16.70,17.90,17.40,16.60
"2010/07/14",15.50,17.90,16.60,16.80
"2010/07/13",15.30,17.90,16.70,16.70
"2010/07/12",15.60,18.50,16.50,16.70
"2010/07/09",16.10,17.90,16.40,16.70
"2010/07/08",17.60,19.30,18.40,16.70
"2010/07/07",17.20,16.80,17.00,16.50
"2010/07/06",19.60,18.20,19.30,16.70
"2010/07/05",14.40,20.20,17.00,16.70
"2010/07/02",17.50,20.00,19.00,16.70
"2010/07/01",16.90,20.40,18.40,17.10
"2010/06/30",16.70,22.10,18.90,17.30
"2010/06/29",19.40,19.40,19.40,17.20
"2010/06/28",18.10,17.40,17.80,17.30
"2010/06/25",16.90,16.10,16.60,17.30
"2010/06/24",16.00,15.90,16.00,17.30
"2010/06/23",16.20,15.90,16.00,17.50
"2010/06/22",16.60,16.30,16.50,17.40
"2010/06/21",16.20,16.80,16.40,17.50
"2010/06/18",17.40,17.10,17.30,17.40
"2010/06/17",17.20,17.70,17.40,18.20
"2010/06/16",17.20,17.10,17.20,18.20
"2010/06/15",16.80,19.30,17.80,18.30
"2010/06/14",17.00,19.40,18.00,18.30
"2010/06/11",17.90,19.90,18.50,18.20
"2010/06/10",21.20,21.00,21.10,18.50
"2010/06/09",24.20,17.90,21.10,18.60
"2010/06/08",22.20,22.10,22.10,18.70
"2010/06/07",21.60,28.20,24.20,18.90
"2010/06/04",17.70,17.00,17.40,18.80
"2010/06/03",16.90,17.70,17.10,19.20
"2010/06/01",17.40,21.30,19.20,18.90
"2010/05/31",13.80,24.10,16.70,18.90
"2010/05/28",16.30,22.80,18.10,18.80
"2010/05/27",21.20,25.40,21.80,18.70
"2010/05/26",22.00,33.10,24.80,18.60
"2010/05/25",26.70,33.70,30.30,18.60
"2010/05/24",22.90,30.20,25.00,18.30
"2010/05/20",25.20,26.90,26.60,18.30
"2010/05/19",22.10,26.40,23.20,18.10
"2010/05/18",20.90,25.20,22.90,18.00
"2010/05/17",22.40,24.00,23.30,18.20
"2010/05/14",16.80,21.70,18.10,17.70
"2010/05/13",19.30,21.00,20.00,17.70
"2010/05/12",16.40,28.40,23.70,17.50
"2010/05/11",15.30,24.40,20.90,17.50
"2010/05/10",20.90,26.10,22.60,17.50
"2010/05/07",23.00,26.70,24.50,17.30
"2010/05/06",15.20,21.40,18.30,17.00
"2010/05/04",13.70,16.80,15.50,16.60
"2010/05/03",15.20,20.40,18.00,16.70
"2010/04/30",13.20,15.00,13.90,16.50
"2010/04/29",15.20,17.70,16.20,16.50
"2010/04/28",14.20,18.70,15.60,16.60
"2010/04/27",13.40,15.40,14.20,16.50
"2010/04/26",12.50,16.00,13.90,16.50
"2010/04/23",13.70,16.00,14.70,16.40
"2010/04/22",14.30,15.60,14.80,16.40
"2010/04/21",12.30,17.90,13.60,16.50
"2010/04/20",13.70,18.10,15.20,16.30
"2010/04/19",14.20,19.80,17.80,16.30
"2010/04/16",13.20,16.20,14.60,16.00
"2010/04/15",13.50,14.60,13.90,16.00
"2010/04/14",13.70,15.10,14.10,16.10
"2010/04/13",15.50,16.90,16.10,16.10
"2010/04/12",16.30,17.10,16.80,16.20
"2010/04/09",14.30,17.30,15.60,16.40
"2010/04/08",15.80,15.90,15.80,18.30
"2010/04/07",13.00,13.10,13.00,18.40
"2010/04/06",15.00,14.10,14.60,18.40
"2010/04/05",16.70,15.90,16.40,18.50
"2010/04/02",11.40,15.20,12.60,18.50
"2010/04/01",14.10,16.10,14.60,18.40
"2010/03/31",15.90,15.90,15.90,18.30
"2010/03/30",15.80,17.50,16.60,18.40
"2010/03/29",17.50,17.40,17.50,18.40
"2010/03/26",14.40,16.60,15.00,18.50
"2010/03/25",14.40,17.40,15.80,18.50
"2010/03/24",15.90,15.40,15.60,18.70
"2010/03/23",15.50,16.00,15.70,18.80
"2010/03/22",16.20,16.70,16.40,18.80
"2010/03/19",15.60,15.90,15.70,18.70
"2010/03/18",16.20,16.60,16.40,18.80
"2010/03/17",16.30,16.40,16.30,19.00
"2010/03/16",17.60,16.90,17.20,18.90
"2010/03/15",16.50,18.00,17.50,19.00
"2010/03/12",16.40,17.00,16.70,19.00
"2010/03/11",17.20,18.40,17.80,19.00
"2010/03/10",19.40,17.20,18.40,19.20
"2010/03/09",18.90,17.20,18.20,19.70
"2010/03/08",15.50,17.50,16.20,19.70
"2010/03/05",15.80,16.20,15.90,19.60
"2010/03/04",14.10,20.30,17.00,19.60
"2010/03/03",14.90,18.70,16.30,19.70
"2010/03/02",15.90,18.30,16.90,19.70
"2010/02/26",15.90,22.10,18.50,19.60
"2010/02/25",17.30,22.40,20.80,19.60
"2010/02/24",16.70,19.30,17.90,19.50
"2010/02/23",16.40,19.00,17.30,19.50
"2010/02/22",16.90,19.30,17.80,19.60
"2010/02/19",18.30,20.40,19.80,19.30
"2010/02/18",16.80,18.80,17.80,19.10
"2010/02/17",16.70,19.10,17.40,19.40
"2010/02/16",17.90,21.90,19.40,19.20
"2010/02/12",17.00,24.60,19.50,19.20
"2010/02/11",17.50,25.20,20.30,19.20
"2010/02/10",19.30,21.90,20.50,19.40
"2010/02/09",17.50,28.60,20.00,19.60
"2010/02/08",23.30,23.40,23.30,19.60
"2010/02/05",17.90,22.80,20.60,19.60
"2010/02/04",14.30,22.30,17.30,18.90
"2010/02/03",15.30,21.40,17.40,18.90
"2010/02/02",17.30,22.60,20.60,18.90
"2010/02/01",17.50,25.50,20.50,18.90
"2010/01/29",18.80,24.20,22.40,19.00
"2010/01/28",18.10,23.30,19.60,18.60
"2010/01/27",20.70,26.40,24.40,18.50
"2010/01/26",19.70,24.80,23.30,18.50
"2010/01/25",18.60,22.80,20.30,18.50
"2010/01/22",16.80,21.90,19.90,18.60
"2010/01/21",15.20,17.00,15.60,18.20
"2010/01/20",13.40,18.80,15.60,18.20
"2010/01/19",15.30,17.90,16.50,18.50
"2010/01/18",15.20,18.70,15.90,18.60
"2010/01/15",14.70,19.20,16.10,18.60
"2010/01/14",20.40,17.50,19.30,18.50
"2010/01/13",19.60,19.20,19.40,18.50
"2010/01/12",14.90,19.60,16.80,18.30
"2010/01/11",18.00,17.30,17.60,18.30
"2010/01/08",14.60,17.30,15.60,18.60
"2010/01/07",15.90,19.20,18.10,18.70
"2010/01/06",14.80,19.90,16.50,18.50
"2010/01/05",16.60,20.30,18.50,18.60
"2010/01/04",17.50,21.90,18.90,18
